id,disease,text,symptoms
Chronic cholestasis_444,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","itching, vomiting, yellowish_skin, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Chronic cholestasis_445,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, nausea, abdominal_pain, yellowing_of_eyes.","itching, vomiting, yellowish_skin, nausea, abdominal_pain, yellowing_of_eyes"
Chronic cholestasis_446,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes.","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes"
Chronic cholestasis_447,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain.","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain"
Chronic cholestasis_448,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Chronic cholestasis_449,Chronic cholestasis,"Disease: Chronic cholestasis. Symptoms include: itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes.","itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes"
Drug Reaction_450,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination.","itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination"
Drug Reaction_451,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, stomach_pain, burning_micturition, spotting_ urination.","itching, stomach_pain, burning_micturition, spotting_ urination"
Drug Reaction_452,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, burning_micturition, spotting_ urination.","itching, skin_rash, burning_micturition, spotting_ urination"
Drug Reaction_453,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, stomach_pain, spotting_ urination.","itching, skin_rash, stomach_pain, spotting_ urination"
Drug Reaction_454,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, stomach_pain, burning_micturition.","itching, skin_rash, stomach_pain, burning_micturition"
Drug Reaction_455,Drug Reaction,"Disease: Drug Reaction. Symptoms include: skin_rash, stomach_pain, burning_micturition, spotting_ urination.","skin_rash, stomach_pain, burning_micturition, spotting_ urination"
Drug Reaction_456,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, stomach_pain, burning_micturition, spotting_ urination.","itching, stomach_pain, burning_micturition, spotting_ urination"
Drug Reaction_457,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, burning_micturition, spotting_ urination.","itching, skin_rash, burning_micturition, spotting_ urination"
Drug Reaction_458,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, stomach_pain, spotting_ urination.","itching, skin_rash, stomach_pain, spotting_ urination"
Drug Reaction_459,Drug Reaction,"Disease: Drug Reaction. Symptoms include: itching, skin_rash, stomach_pain, burning_micturition.","itching, skin_rash, stomach_pain, burning_micturition"
Peptic ulcer diseae_460,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching.","vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
Peptic ulcer diseae_461,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching.","vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching"
Peptic ulcer diseae_462,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching.","indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
Peptic ulcer diseae_463,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching.","vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
Peptic ulcer diseae_464,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching.","vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching"
Peptic ulcer diseae_465,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, loss_of_appetite, passage_of_gases, internal_itching.","vomiting, indigestion, loss_of_appetite, passage_of_gases, internal_itching"
Peptic ulcer diseae_466,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, loss_of_appetite, abdominal_pain, internal_itching.","vomiting, indigestion, loss_of_appetite, abdominal_pain, internal_itching"
Peptic ulcer diseae_467,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases.","vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases"
Peptic ulcer diseae_468,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching.","vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
Peptic ulcer diseae_469,Peptic ulcer diseae,"Disease: Peptic ulcer diseae. Symptoms include: vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching.","vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching"
AIDS_470,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts.","muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts"
AIDS_471,AIDS,"Disease: AIDS. Symptoms include: patches_in_throat, high_fever, extra_marital_contacts.","patches_in_throat, high_fever, extra_marital_contacts"
AIDS_472,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, high_fever, extra_marital_contacts.","muscle_wasting, high_fever, extra_marital_contacts"
AIDS_473,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, extra_marital_contacts.","muscle_wasting, patches_in_throat, extra_marital_contacts"
AIDS_474,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, high_fever.","muscle_wasting, patches_in_throat, high_fever"
AIDS_475,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts.","muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts"
AIDS_476,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts.","muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts"
AIDS_477,AIDS,"Disease: AIDS. Symptoms include: patches_in_throat, high_fever, extra_marital_contacts.","patches_in_throat, high_fever, extra_marital_contacts"
AIDS_478,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, high_fever, extra_marital_contacts.","muscle_wasting, high_fever, extra_marital_contacts"
AIDS_479,AIDS,"Disease: AIDS. Symptoms include: muscle_wasting, patches_in_throat, high_fever.","muscle_wasting, patches_in_throat, high_fever"
Diabetes _480,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Diabetes _481,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Diabetes _482,Diabetes ,"Disease: Diabetes . Symptoms include: weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Diabetes _483,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Diabetes _484,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Diabetes _485,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Diabetes _486,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria"
Diabetes _487,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, obesity, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, obesity, excessive_hunger, increased_appetite, polyuria"
Diabetes _488,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, excessive_hunger, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, excessive_hunger, increased_appetite, polyuria"
Diabetes _489,Diabetes ,"Disease: Diabetes . Symptoms include: fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, increased_appetite, polyuria.","fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, increased_appetite, polyuria"
Gastroenteritis_490,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, dehydration, diarrhoea.","vomiting, sunken_eyes, dehydration, diarrhoea"
Gastroenteritis_491,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, dehydration, diarrhoea.","vomiting, sunken_eyes, dehydration, diarrhoea"
Gastroenteritis_492,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: sunken_eyes, dehydration, diarrhoea.","sunken_eyes, dehydration, diarrhoea"
Gastroenteritis_493,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, dehydration, diarrhoea.","vomiting, dehydration, diarrhoea"
Gastroenteritis_494,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, diarrhoea.","vomiting, sunken_eyes, diarrhoea"
Gastroenteritis_495,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, dehydration.","vomiting, sunken_eyes, dehydration"
Gastroenteritis_496,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, dehydration, diarrhoea.","vomiting, sunken_eyes, dehydration, diarrhoea"
Gastroenteritis_497,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: sunken_eyes, dehydration, diarrhoea.","sunken_eyes, dehydration, diarrhoea"
Gastroenteritis_498,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, dehydration, diarrhoea.","vomiting, dehydration, diarrhoea"
Gastroenteritis_499,Gastroenteritis,"Disease: Gastroenteritis. Symptoms include: vomiting, sunken_eyes, diarrhoea.","vomiting, sunken_eyes, diarrhoea"
Bronchial Asthma_500,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum.","fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum"
Bronchial Asthma_501,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: cough, high_fever, breathlessness, family_history, mucoid_sputum.","cough, high_fever, breathlessness, family_history, mucoid_sputum"
Bronchial Asthma_502,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, high_fever, breathlessness, family_history, mucoid_sputum.","fatigue, high_fever, breathlessness, family_history, mucoid_sputum"
Bronchial Asthma_503,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, breathlessness, family_history, mucoid_sputum.","fatigue, cough, breathlessness, family_history, mucoid_sputum"
Bronchial Asthma_504,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, high_fever, family_history, mucoid_sputum.","fatigue, cough, high_fever, family_history, mucoid_sputum"
Bronchial Asthma_505,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, high_fever, breathlessness, mucoid_sputum.","fatigue, cough, high_fever, breathlessness, mucoid_sputum"
Bronchial Asthma_506,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, high_fever, breathlessness, family_history.","fatigue, cough, high_fever, breathlessness, family_history"
Bronchial Asthma_507,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum.","fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum"
Bronchial Asthma_508,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: cough, high_fever, breathlessness, family_history, mucoid_sputum.","cough, high_fever, breathlessness, family_history, mucoid_sputum"
Bronchial Asthma_509,Bronchial Asthma,"Disease: Bronchial Asthma. Symptoms include: fatigue, high_fever, breathlessness, family_history, mucoid_sputum.","fatigue, high_fever, breathlessness, family_history, mucoid_sputum"
Hypertension _510,Hypertension ,"Disease: Hypertension . Symptoms include: headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration.","headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration"
Hypertension _511,Hypertension ,"Disease: Hypertension . Symptoms include: chest_pain, dizziness, loss_of_balance, lack_of_concentration.","chest_pain, dizziness, loss_of_balance, lack_of_concentration"
Hypertension _512,Hypertension ,"Disease: Hypertension . Symptoms include: headache, dizziness, loss_of_balance, lack_of_concentration.","headache, dizziness, loss_of_balance, lack_of_concentration"
Hypertension _513,Hypertension ,"Disease: Hypertension . Symptoms include: headache, chest_pain, loss_of_balance, lack_of_concentration.","headache, chest_pain, loss_of_balance, lack_of_concentration"
